,Distance,Sector,MBP,Image Path
39,79.37883848986453,33,"[0, 1, 1, 1, 1, 1, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
40,28.0,19,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
41,56.61271941887264,29,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
42,45.27692569068709,27,"[1, 1, 1, 1, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
43,87.32124598286491,32,"[1, 1, 1, 1, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
44,35.35533905932738,20,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
45,38.48376280978771,14,"[0, 0, 0, 0, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
46,38.05259518088089,18,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
47,44.77722635447622,24,"[0, 0, 0, 0, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
48,55.86591089385369,10,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
49,84.38009243891595,30,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
50,100.18482919085105,6,"[1, 1, 1, 1, 0, 0, 0, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
51,89.35882720806042,30,"[0, 0, 1, 1, 1, 1, 1, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
52,66.70832032063167,10,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
53,104.31682510506155,6,"[0, 0, 0, 0, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
54,86.40023148117139,8,"[0, 0, 0, 0, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
55,80.65977932030313,9,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
56,88.23831367382311,8,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
57,99.29753269845128,30,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
58,92.19544457292888,28,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
59,98.41239759298622,28,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
60,76.47875521999558,13,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
61,71.02112361825881,17,"[0, 0, 1, 1, 1, 1, 1, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
62,80.1311425102625,13,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
63,101.83319694480774,9,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
64,115.96551211459379,28,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
65,120.24142381059865,9,"[1, 1, 0, 0, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
66,123.1665539016173,9,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
67,93.23089616645332,14,"[0, 0, 0, 0, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
68,132.27622613304328,9,"[0, 1, 1, 1, 1, 1, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
69,131.52186130069785,10,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
70,103.58571330062848,16,"[0, 0, 0, 0, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
71,123.17467272130257,25,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
72,138.2208377922808,11,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
73,140.60227594174995,11,"[0, 1, 1, 1, 1, 1, 1, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
74,132.4009063413087,25,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
75,117.09824934643558,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
76,129.71121771072848,13,"[0, 0, 0, 1, 1, 1, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
77,154.62535367784935,11,"[1, 0, 0, 0, 0, 0, 0, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
78,126.01983970788092,20,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
79,126.01587201618692,18,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
80,140.8900280360537,24,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
81,164.78470802838473,11,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
82,164.01219466856725,11,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
83,139.51702405083043,23,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
84,140.40655255364686,15,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
85,148.07092894960846,24,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
86,135.05924625881784,18,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
87,135.29966740535616,18,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
88,139.08630414242805,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
89,155.1934276958918,13,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
90,176.81628884240274,11,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
91,141.12760183606892,19,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
92,183.35757415498276,11,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
93,143.8923208513922,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
94,144.2809758769326,19,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
95,156.60459763365824,23,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
96,147.6651617681029,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
97,160.6268968759591,23,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
98,151.08275877809487,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
99,155.24174696260025,16,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
100,165.19685227025363,14,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
101,191.637678967368,11,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
102,158.61904047118682,16,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
103,188.3454273402994,12,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
104,165.74679484080528,15,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
105,159.00314462299164,19,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
106,161.4465855941215,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
107,163.36768346279504,21,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
108,161.78998732925348,17,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
109,194.7331507473753,12,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
110,162.077142126828,19,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
111,170.79227148791014,22,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
112,185.3024554613349,14,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
113,185.85209172887994,15,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
114,191.3765920900464,15,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
115,182.27451824103116,18,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
116,184.31766057543157,20,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
117,192.00260414900626,16,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
118,213.19005605327843,19,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14772.tiff
